"";"ID";"SYMBOL";"c1Mean";"c0Mean";"c1c0log2FC";"c1stderr";"c0stderr";"c0c1stderr";"Posterior_class_a";"Posterior_class_b";"Posterior_class_c";"Posterior_class_d"
"2622";"ILMN_1795063";"ZADH2";" 6.64";" 6.14";" 0.5094";"0.077620";"0.11950";"0.14249";"0.3966";"0.1013";"0.470";"0.0324"
"2623";"ILMN_2359345";"NET1";" 7.22";" 6.55";" 0.6717";"0.087216";"0.14399";"0.16835";"0.2705";"0.1996";"0.469";"0.0607"
"2624";"ILMN_1777528";"NCBP1";"10.81";"10.19";" 0.6246";"0.209641";"0.07588";"0.22295";"0.1188";"0.2070";"0.469";"0.2051"
"2625";"ILMN_1739001";"TACSTD2";"13.08";"13.30";"-0.2247";"0.046480";"0.04633";"0.06562";"0.2805";"0.1552";"0.469";"0.0953"
"2626";"ILMN_1698185";"WDR90";" 6.52";" 6.98";"-0.4601";"0.117644";"0.07667";"0.14042";"0.1640";"0.2667";"0.469";"0.1001"
"2627";"ILMN_1803977";"GALNT1";" 7.03";" 6.35";" 0.6775";"0.012322";"0.15862";"0.15910";"0.3442";"0.1409";"0.469";"0.0459"
"2628";"ILMN_1769369";"ELAVL2";" 5.51";" 5.23";" 0.2737";"0.073243";"0.05577";"0.09206";"0.3258";"0.0508";"0.468";"0.1549"
"2629";"ILMN_1664798";"GRHPR";" 8.08";" 8.51";"-0.4237";"0.010207";"0.07038";"0.07111";"0.0755";"0.4455";"0.468";"0.0107"
"2630";"ILMN_1668345";"OAF";" 9.23";" 9.43";"-0.2011";"0.009581";"0.04827";"0.04921";"0.3833";"0.0930";"0.468";"0.0554"
"2631";"ILMN_2404906";"SGOL1";" 6.15";" 5.71";" 0.4333";"0.018836";"0.10534";"0.10701";"0.4023";"0.0863";"0.468";"0.0430"
"2632";"ILMN_1756998";"LOC647691";" 6.36";" 5.79";" 0.5664";"0.007293";"0.12897";"0.12918";"0.3067";"0.1841";"0.468";"0.0410"
"2633";"ILMN_1762629";"ANO9";" 4.71";" 5.03";"-0.3129";"0.021562";"0.07534";"0.07837";"0.3935";"0.0773";"0.468";"0.0612"
"2634";"ILMN_1712751";"HADHA";" 7.91";" 8.48";"-0.5686";"0.131287";"0.10513";"0.16819";"0.2071";"0.2316";"0.468";"0.0936"
"2635";"ILMN_2339284";"CHD2";" 6.80";" 6.43";" 0.3688";"0.084685";"0.08414";"0.11938";"0.4204";"0.0826";"0.468";"0.0295"
"2636";"ILMN_1763603";"FAM177A1";" 5.49";" 5.17";" 0.3245";"0.082011";"0.06228";"0.10298";"0.2550";"0.1542";"0.468";"0.1232"
"2637";"ILMN_1687080";"LOC402251";"12.56";"12.82";"-0.2566";"0.048957";"0.05720";"0.07529";"0.3544";"0.1510";"0.468";"0.0270"
"2638";"ILMN_1693004";"C20orf117";" 8.04";" 8.51";"-0.4705";"0.177656";"0.04568";"0.18343";"0.1155";"0.0272";"0.467";"0.3900"
"2639";"ILMN_1794890";"SLC38A4";" 5.96";" 5.23";" 0.7297";"0.255582";"0.10462";"0.27617";"0.1859";"0.0677";"0.467";"0.2790"
"2640";"ILMN_1665289";"FLJ22222";" 5.90";" 6.70";"-0.8057";"0.291245";"0.10409";"0.30929";"0.1614";"0.0562";"0.467";"0.3150"
"2641";"ILMN_1660549";"GPR177";" 8.74";" 9.21";"-0.4635";"0.114723";"0.06437";"0.13155";"0.0877";"0.3803";"0.467";"0.0647"
"2642";"ILMN_1809027";"ATP5SL";" 9.58";" 9.92";"-0.3429";"0.032651";"0.06308";"0.07103";"0.1335";"0.3694";"0.467";"0.0299"
"2643";"ILMN_1715789";"DOCK1";" 7.26";" 6.97";" 0.2876";"0.124160";"0.04996";"0.13383";"0.4259";"0.0838";"0.467";"0.0231"
"2644";"ILMN_2154455";"ZNF330";" 7.30";" 7.01";" 0.2915";"0.074407";"0.05559";"0.09288";"0.2518";"0.1562";"0.467";"0.1247"
"2645";"ILMN_1677532";"TARDBP";" 6.11";" 5.59";" 0.5228";"0.052111";"0.12713";"0.13740";"0.4194";"0.0751";"0.467";"0.0384"
"2646";"ILMN_1790350";"TPRG1";" 5.19";" 4.90";" 0.2930";"0.054277";"0.06675";"0.08603";"0.3780";"0.0545";"0.467";"0.1005"
"2647";"ILMN_1797031";"HSPBAP1";" 7.04";" 7.36";"-0.3248";"0.034181";"0.07959";"0.08662";"0.4341";"0.0600";"0.467";"0.0391"
"2648";"ILMN_2338197";"LINS1";" 7.09";" 6.82";" 0.2693";"0.046733";"0.06215";"0.07776";"0.3858";"0.1175";"0.466";"0.0302"
"2649";"ILMN_3229552";"MED7";" 8.01";" 7.56";" 0.4537";"0.169646";"0.04435";"0.17535";"0.1126";"0.0573";"0.466";"0.3639"
"2650";"ILMN_2102960";"KIAA1370";" 8.84";" 8.25";" 0.5903";"0.025891";"0.14604";"0.14832";"0.4286";"0.0457";"0.466";"0.0596"
"2651";"ILMN_1760027";"WAS";" 4.99";" 5.74";"-0.7517";"0.238295";"0.10556";"0.26063";"0.1428";"0.2190";"0.466";"0.1722"
"2652";"ILMN_2201580";"GSTM2";" 5.02";" 5.49";"-0.4681";"0.056176";"0.11109";"0.12449";"0.3913";"0.0678";"0.466";"0.0750"
"2653";"ILMN_1701413";"PIGQ";" 7.34";" 7.69";"-0.3559";"0.019431";"0.07967";"0.08200";"0.2898";"0.2130";"0.466";"0.0315"
"2654";"ILMN_1680388";"FLJ45337";" 5.89";" 5.65";" 0.2445";"0.051493";"0.05542";"0.07565";"0.3913";"0.0255";"0.466";"0.1177"
"2655";"ILMN_1681503";"MCM2";"10.26";"10.85";"-0.5932";"0.149321";"0.10646";"0.18339";"0.2030";"0.2233";"0.465";"0.1083"
"2656";"ILMN_1703074";"CPD";" 9.26";" 8.43";" 0.8329";"0.039778";"0.19911";"0.20304";"0.3748";"0.1204";"0.465";"0.0400"
"2657";"ILMN_2065299";"EDEM3";" 6.47";" 5.73";" 0.7458";"0.060936";"0.18254";"0.19244";"0.4206";"0.0472";"0.465";"0.0674"
"2658";"ILMN_1759948";"RNF5P1";" 8.59";" 9.11";"-0.5199";"0.097022";"0.07724";"0.12401";"0.0762";"0.4244";"0.465";"0.0347"
"2659";"ILMN_1790533";"PHACTR2";" 8.54";" 7.36";" 1.1733";"0.332097";"0.21629";"0.39632";"0.2516";"0.1289";"0.465";"0.1550"
"2660";"ILMN_1718607";"TSPAN4";" 9.76";"10.06";"-0.2937";"0.024750";"0.07268";"0.07677";"0.4392";"0.0259";"0.465";"0.0703"
"2661";"ILMN_1660880";"RNH1";" 7.94";" 8.24";"-0.3009";"0.020533";"0.07063";"0.07356";"0.3532";"0.1263";"0.464";"0.0561"
"2662";"ILMN_2380605";"MTMR3";" 6.17";" 6.53";"-0.3532";"0.045246";"0.07926";"0.09127";"0.3187";"0.1497";"0.464";"0.0673"
"2663";"ILMN_1738632";"PRKAR1A";"11.55";"11.06";" 0.4871";"0.124005";"0.09898";"0.15866";"0.3065";"0.2082";"0.464";"0.0210"
"2664";"ILMN_1739454";"USP34";" 7.28";" 6.37";" 0.9116";"0.051112";"0.22408";"0.22983";"0.4185";"0.0571";"0.464";"0.0610"
"2665";"ILMN_1766713";"HSPD1";"12.03";"11.34";" 0.6887";"0.163143";"0.10061";"0.19167";"0.0953";"0.3807";"0.463";"0.0614"
"2666";"ILMN_2057826";"PHF3";" 6.72";" 5.93";" 0.7904";"0.066172";"0.19555";"0.20645";"0.4367";"0.0310";"0.463";"0.0698"
"2667";"ILMN_1694759";"C19orf42";" 8.78";" 9.02";"-0.2430";"0.091635";"0.02620";"0.09531";"0.1318";"0.0193";"0.462";"0.3865"
"2668";"ILMN_1697998";"FAM54A";" 6.73";" 6.49";" 0.2432";"0.014299";"0.06038";"0.06205";"0.4342";"0.0596";"0.462";"0.0439"
"2669";"ILMN_2325008";"DHX40";" 7.29";" 6.95";" 0.3463";"0.055096";"0.07317";"0.09160";"0.2678";"0.2476";"0.462";"0.0223"
"2670";"ILMN_3191227";"LOC100129267";" 7.81";" 7.02";" 0.7927";"0.055484";"0.19065";"0.19856";"0.3872";"0.0902";"0.462";"0.0605"
"2671";"ILMN_1666819";"PHLDB1";" 7.56";" 8.54";"-0.9808";"0.157817";"0.14844";"0.21665";"0.0715";"0.4392";"0.462";"0.0273"
"2672";"ILMN_1766718";"LYSMD3";" 5.16";" 4.77";" 0.3931";"0.141482";"0.05544";"0.15196";"0.1885";"0.0364";"0.462";"0.3135"
"2673";"ILMN_1776181";"BIRC3";" 5.91";" 5.18";" 0.7238";"0.043269";"0.11890";"0.12653";"0.0736";"0.4500";"0.461";"0.0152"
"2674";"ILMN_1680208";"LOC284821";"11.28";"11.67";"-0.3877";"0.123399";"0.06539";"0.13966";"0.2278";"0.1066";"0.461";"0.2045"
"2675";"ILMN_2162234";"NEK1";" 6.10";" 5.37";" 0.7321";"0.019593";"0.18351";"0.18455";"0.4431";"0.0383";"0.461";"0.0575"
"2676";"ILMN_1746846";"TTLL4";" 5.58";" 5.77";"-0.1956";"0.059045";"0.03592";"0.06911";"0.2676";"0.2542";"0.461";"0.0171"
"2677";"ILMN_1790891";"CKAP4";" 9.88";"10.14";"-0.2687";"0.061611";"0.05924";"0.08547";"0.3699";"0.0423";"0.461";"0.1269"
"2678";"ILMN_3187357";"LOC100130746";" 7.39";" 7.03";" 0.3509";"0.039554";"0.08613";"0.09478";"0.4343";"0.0274";"0.460";"0.0779"
"2679";"ILMN_2059505";"ARPP19";" 9.75";" 9.05";" 0.7024";"0.248321";"0.10641";"0.27016";"0.2111";"0.0343";"0.460";"0.2944"
"2680";"ILMN_2390853";"CTSH";"13.27";"13.53";"-0.2587";"0.076835";"0.04264";"0.08787";"0.1915";"0.1930";"0.460";"0.1554"
"2681";"ILMN_1678579";"CPT2";" 8.52";" 9.13";"-0.6113";"0.225500";"0.06911";"0.23585";"0.1323";"0.0705";"0.460";"0.3372"
"2682";"ILMN_1787879";"ARL2";" 9.57";" 9.90";"-0.3256";"0.084709";"0.05937";"0.10344";"0.2187";"0.2017";"0.460";"0.1197"
"2683";"ILMN_2399300";"NAV2";" 8.39";" 9.02";"-0.6306";"0.218818";"0.09019";"0.23667";"0.1783";"0.0999";"0.460";"0.2620"
"2684";"ILMN_2369286";"NME7";" 6.67";" 6.10";" 0.5744";"0.131843";"0.12630";"0.18258";"0.3657";"0.0484";"0.460";"0.1261"
"2685";"ILMN_1724941";"CDCP1";" 8.23";" 8.54";"-0.3098";"0.022348";"0.06286";"0.06672";"0.1932";"0.3115";"0.460";"0.0357"
"2686";"ILMN_1769637";"RNMT";" 7.56";" 6.89";" 0.6698";"0.087932";"0.15911";"0.18179";"0.3932";"0.0685";"0.460";"0.0788"
"2687";"ILMN_1815107";"MATR3";"12.11";"11.45";" 0.6648";"0.133340";"0.15242";"0.20251";"0.3925";"0.0376";"0.459";"0.1109"
"2688";"ILMN_1741782";"SS18";" 8.01";" 7.47";" 0.5443";"0.153421";"0.10776";"0.18748";"0.3072";"0.0677";"0.459";"0.1661"
"2689";"ILMN_1676088";"MSRB3";" 6.87";" 6.63";" 0.2314";"0.023182";"0.05464";"0.05935";"0.3688";"0.1382";"0.459";"0.0342"
"2690";"ILMN_1763852";"ACACB";" 4.87";" 5.48";"-0.6093";"0.113135";"0.10239";"0.15259";"0.1197";"0.3742";"0.459";"0.0473"
"2691";"ILMN_2108823";"FZD7";" 5.25";" 5.49";"-0.2362";"0.074309";"0.04341";"0.08606";"0.2816";"0.0485";"0.459";"0.2113"
"2692";"ILMN_1770084";"TACC1";" 9.56";" 9.16";" 0.4017";"0.126256";"0.07396";"0.14632";"0.2824";"0.0484";"0.458";"0.2108"
"2693";"ILMN_1779071";"FEZ1";" 6.93";" 7.76";"-0.8304";"0.052187";"0.20373";"0.21031";"0.4124";"0.0677";"0.458";"0.0617"
"2694";"ILMN_2102693";"NUFIP2";" 9.12";" 8.39";" 0.7303";"0.165573";"0.15578";"0.22733";"0.3262";"0.0994";"0.458";"0.1163"
"2695";"ILMN_1764596";"MPST";" 7.32";" 7.91";"-0.5818";"0.046763";"0.10890";"0.11851";"0.1373";"0.3766";"0.458";"0.0282"
"2696";"ILMN_1714041";"PLCB3";" 4.86";" 5.17";"-0.3081";"0.023534";"0.07750";"0.08100";"0.4575";"0.0408";"0.458";"0.0438"
"2697";"ILMN_1702065";"MFSD5";" 7.95";" 8.26";"-0.3128";"0.101693";"0.05299";"0.11467";"0.2365";"0.0854";"0.458";"0.2205"
"2698";"ILMN_3306168";"MOBKL3";" 8.13";" 7.30";" 0.8300";"0.053484";"0.19958";"0.20663";"0.3815";"0.1026";"0.458";"0.0585"
"2699";"ILMN_1761010";"PCCB";"11.05";"11.30";"-0.2489";"0.003649";"0.05082";"0.05095";"0.1890";"0.3259";"0.458";"0.0276"
"2700";"ILMN_1729058";"SCAMP1";" 5.98";" 5.53";" 0.4482";"0.141779";"0.09749";"0.17207";"0.4535";"0.0615";"0.457";"0.0278"
"2701";"ILMN_2347541";"NIN";" 6.08";" 5.16";" 0.9226";"0.276304";"0.16930";"0.32405";"0.2619";"0.1012";"0.457";"0.1796"
"2702";"ILMN_2094166";"CHMP5";" 5.71";" 5.39";" 0.3202";"0.093695";"0.05806";"0.11023";"0.2456";"0.1325";"0.457";"0.1649"
"2703";"ILMN_1725594";"FAM188A";" 8.69";" 8.40";" 0.2941";"0.090611";"0.05284";"0.10489";"0.2558";"0.0952";"0.457";"0.1921"
"2704";"ILMN_1813836";"DARS";"11.09";"10.59";" 0.5032";"0.153573";"0.07680";"0.17171";"0.1610";"0.2259";"0.457";"0.1564"
"2705";"ILMN_1783185";"SOX21";" 7.64";" 8.11";"-0.4637";"0.186876";"0.08034";"0.20342";"0.3626";"0.1604";"0.457";"0.0203"
"2706";"ILMN_1680781";"C14orf135";" 7.89";" 7.41";" 0.4850";"0.025389";"0.10807";"0.11102";"0.2781";"0.2354";"0.456";"0.0305"
"2707";"ILMN_1801109";"NARG1L";" 6.92";" 6.14";" 0.7854";"0.149413";"0.11545";"0.18882";"0.0731";"0.4368";"0.456";"0.0345"
"2708";"ILMN_1756071";"MFGE8";"10.74";"11.12";"-0.3791";"0.111944";"0.07596";"0.13528";"0.3318";"0.0233";"0.456";"0.1894"
"2709";"ILMN_3232573";"MSL3";" 5.54";" 5.31";" 0.2291";"0.043986";"0.04708";"0.06443";"0.2584";"0.2042";"0.456";"0.0818"
"2710";"ILMN_1697409";"TNFRSF14";" 5.82";" 6.81";"-0.9833";"0.254166";"0.16262";"0.30174";"0.1576";"0.2878";"0.456";"0.0990"
"2711";"ILMN_1656368";"ALDH4A1";" 7.85";" 8.84";"-0.9972";"0.343033";"0.13560";"0.36886";"0.1550";"0.1477";"0.455";"0.2419"
"2712";"ILMN_1724581";"EDC3";" 6.59";" 6.97";"-0.3819";"0.113667";"0.06992";"0.13345";"0.2571";"0.1124";"0.455";"0.1750"
"2713";"ILMN_1756352";"MAPBPIP";" 8.39";" 8.81";"-0.4213";"0.068303";"0.09790";"0.11938";"0.3778";"0.0787";"0.455";"0.0884"
"2714";"ILMN_1797576";"PLEKHA3";" 5.66";" 5.17";" 0.4825";"0.100674";"0.08550";"0.13208";"0.1588";"0.3191";"0.455";"0.0671"
"2715";"ILMN_1753823";"IL17D";" 6.32";" 6.77";"-0.4503";"0.033348";"0.11174";"0.11661";"0.4307";"0.0487";"0.454";"0.0663"
"2716";"ILMN_1777591";"C10orf65";" 6.35";" 7.50";"-1.1510";"0.322954";"0.19247";"0.37595";"0.1815";"0.2351";"0.454";"0.1292"
"2717";"ILMN_3225162";"LOC729314";" 4.95";" 5.40";"-0.4500";"0.082065";"0.07602";"0.11187";"0.1194";"0.3804";"0.454";"0.0460"
"2718";"ILMN_1693334";"P4HA1";"10.67";" 9.79";" 0.8726";"0.052196";"0.21782";"0.22398";"0.4358";"0.0662";"0.454";"0.0438"
"2719";"ILMN_1739397";"GLMN";" 8.10";" 7.22";" 0.8734";"0.178352";"0.15474";"0.23612";"0.1558";"0.3260";"0.454";"0.0642"
"2720";"ILMN_1739586";"FEZ2";"10.05";" 9.76";" 0.2945";"0.025425";"0.06749";"0.07212";"0.3200";"0.1703";"0.454";"0.0558"
"2721";"ILMN_1770031";"ABHD10";" 8.60";" 8.13";" 0.4795";"0.105314";"0.09161";"0.13958";"0.2159";"0.2430";"0.454";"0.0875"
"2722";"ILMN_1752837";"ARL8B";" 9.74";" 9.29";" 0.4516";"0.062612";"0.10835";"0.12514";"0.4070";"0.0563";"0.454";"0.0830"
"2723";"ILMN_1795949";"CORO7";" 5.56";" 5.85";"-0.2911";"0.104292";"0.04283";"0.11274";"0.2004";"0.0413";"0.453";"0.3053"
"2724";"ILMN_1811702";"GRN";" 8.56";" 9.42";"-0.8578";"0.221600";"0.12590";"0.25486";"0.1079";"0.3590";"0.453";"0.0800"
"2725";"ILMN_2147517";"CD58";" 8.20";" 7.74";" 0.4514";"0.010536";"0.08379";"0.08445";"0.1228";"0.4044";"0.453";"0.0198"
"2726";"ILMN_2256359";"HSZFP36";" 7.76";" 7.19";" 0.5693";"0.084376";"0.12683";"0.15233";"0.3131";"0.1614";"0.453";"0.0728"
"2727";"ILMN_1660498";"RPS27";"13.19";"13.39";"-0.1965";"0.051468";"0.04202";"0.06644";"0.3606";"0.0335";"0.453";"0.1531"
"2728";"ILMN_2052871";"TMEM116";" 6.36";" 6.85";"-0.4927";"0.141583";"0.07684";"0.16109";"0.1529";"0.2676";"0.453";"0.1269"
"2729";"ILMN_2278335";"AKR1B15";" 9.24";" 9.85";"-0.6075";"0.281020";"0.09737";"0.29741";"0.4136";"0.1121";"0.452";"0.0219"
"2730";"ILMN_1750511";"NT5C3L";" 7.34";" 7.47";"-0.1321";"0.008132";"0.03293";"0.03392";"0.4327";"0.0515";"0.452";"0.0634"
"2731";"ILMN_2231242";"HMGB1";" 7.46";" 6.39";" 1.0747";"0.291201";"0.22500";"0.36800";"0.3467";"0.0409";"0.452";"0.1601"
"2732";"ILMN_2322552";"NCKAP1";" 9.04";" 8.43";" 0.6181";"0.043172";"0.15412";"0.16005";"0.4351";"0.0470";"0.452";"0.0657"
"2733";"ILMN_1675695";"PDS5B";" 6.92";" 6.24";" 0.6808";"0.106700";"0.15893";"0.19142";"0.3781";"0.0837";"0.452";"0.0860"
"2734";"ILMN_2150019";"SUCLA2";" 9.20";" 8.49";" 0.7074";"0.193415";"0.14151";"0.23965";"0.3033";"0.0907";"0.452";"0.1537"
"2735";"ILMN_1813019";"DNAJB4";" 5.08";" 4.82";" 0.2598";"0.050322";"0.06087";"0.07898";"0.4107";"0.0283";"0.452";"0.1090"
"2736";"ILMN_1797585";"MYO1B";" 9.57";" 8.68";" 0.8974";"0.111331";"0.18058";"0.21214";"0.1999";"0.3016";"0.452";"0.0468"
"2737";"ILMN_1741391";"RALGAPA1";" 7.54";" 6.76";" 0.7868";"0.164130";"0.18633";"0.24831";"0.4389";"0.0779";"0.452";"0.0317"
"2738";"ILMN_1675266";"NAGPA";" 7.03";" 7.43";"-0.4004";"0.126770";"0.07422";"0.14690";"0.2862";"0.0486";"0.451";"0.2139"
"2739";"ILMN_3238818";"LOC649076";"13.96";"14.13";"-0.1680";"0.039457";"0.03293";"0.05139";"0.2475";"0.1965";"0.451";"0.1049"
"2740";"ILMN_1672547";"MYO9B";" 6.60";" 7.09";"-0.4844";"0.108903";"0.09594";"0.14514";"0.2477";"0.2032";"0.451";"0.0979"
"2741";"ILMN_2147306";"PNRC2";" 9.38";" 8.77";" 0.6154";"0.117367";"0.14117";"0.18359";"0.3783";"0.0685";"0.451";"0.1021"
"2742";"ILMN_1681812";"HIF1AN";" 7.51";" 7.82";"-0.3079";"0.115949";"0.03684";"0.12166";"0.1511";"0.0193";"0.451";"0.3786"
"2743";"ILMN_1757646";"UFM1";" 8.19";" 7.29";" 0.8922";"0.134250";"0.21498";"0.25345";"0.4183";"0.0420";"0.451";"0.0890"
"2744";"ILMN_1795474";"LOC644131";" 9.78";" 8.95";" 0.8246";"0.279307";"0.12606";"0.30644";"0.1936";"0.1175";"0.450";"0.2384"
"2745";"ILMN_2141482";"SERPINF1";" 5.90";" 6.63";"-0.7268";"0.229793";"0.12293";"0.26061";"0.2217";"0.1330";"0.450";"0.1954"
"2746";"ILMN_2389590";"PRKAR1A";"11.54";"10.94";" 0.6005";"0.072453";"0.13952";"0.15721";"0.3486";"0.1332";"0.450";"0.0686"
"2747";"ILMN_1707240";"PTBP2";" 6.40";" 5.57";" 0.8299";"0.195954";"0.18051";"0.26642";"0.3510";"0.0723";"0.450";"0.1272"
"2748";"ILMN_1837935";"TNPO1";" 7.54";" 6.62";" 0.9226";"0.208825";"0.20650";"0.29368";"0.3764";"0.0498";"0.450";"0.1243"
"2749";"ILMN_3263575";"C1orf81";" 4.80";" 5.03";"-0.2342";"0.035378";"0.05440";"0.06489";"0.3650";"0.1557";"0.449";"0.0300"
"2750";"ILMN_2173294";"FLJ10916";" 7.70";" 8.34";"-0.6386";"0.170891";"0.11413";"0.20550";"0.2071";"0.2213";"0.449";"0.1223"
"2751";"ILMN_2141941";"TOR1AIP1";" 8.88";" 8.65";" 0.2274";"0.030090";"0.05563";"0.06325";"0.4291";"0.0385";"0.449";"0.0833"
"2752";"ILMN_1745699";"METTL2A";" 5.68";" 6.01";"-0.3336";"0.078315";"0.07493";"0.10839";"0.3882";"0.0304";"0.449";"0.1327"
"2753";"ILMN_1694888";"TAF2";" 8.79";" 8.09";" 0.7043";"0.185875";"0.13251";"0.22827";"0.2394";"0.1846";"0.449";"0.1274"
"2754";"ILMN_1757317";"LARS";" 9.33";" 8.74";" 0.5893";"0.106972";"0.10836";"0.15226";"0.1624";"0.3330";"0.448";"0.0563"
"2755";"ILMN_2384544";"ADAM15";" 8.49";" 8.85";"-0.3627";"0.048550";"0.08936";"0.10169";"0.4399";"0.0267";"0.448";"0.0853"
"2756";"ILMN_1807633";"HRSP12";" 8.16";" 7.42";" 0.7375";"0.155404";"0.15686";"0.22081";"0.3023";"0.1496";"0.448";"0.1000"
"2757";"ILMN_1704195";"FUK";" 6.54";" 7.24";"-0.7076";"0.209966";"0.10851";"0.23635";"0.1522";"0.2619";"0.448";"0.1383"
"2758";"ILMN_1748105";"DDB1";" 4.94";" 5.72";"-0.7789";"0.042315";"0.15596";"0.16160";"0.1741";"0.3585";"0.447";"0.0201"
"2759";"ILMN_1838313";"";" 7.56";" 6.72";" 0.8417";"0.157086";"0.16450";"0.22746";"0.2073";"0.2773";"0.447";"0.0683"
"2760";"ILMN_2059689";"TMEM54";" 8.83";" 9.34";"-0.5069";"0.146852";"0.07317";"0.16407";"0.1233";"0.3131";"0.447";"0.1167"
"2761";"ILMN_2044617";"MTERFD1";" 8.60";" 8.00";" 0.6050";"0.148466";"0.11680";"0.18890";"0.2417";"0.2006";"0.447";"0.1111"
"2762";"ILMN_1776119";"ABCC10";" 6.05";" 6.71";"-0.6616";"0.050108";"0.12419";"0.13392";"0.1344";"0.3923";"0.446";"0.0270"
"2763";"ILMN_2100815";"TMEM9B";" 8.92";" 9.12";"-0.2015";"0.074401";"0.02786";"0.07945";"0.1857";"0.0240";"0.446";"0.3441"
"2764";"ILMN_2204726";"UBR5";" 8.19";" 7.70";" 0.4890";"0.045235";"0.11803";"0.12640";"0.3868";"0.1309";"0.446";"0.0362"
"2765";"ILMN_1760563";"BAT2";" 7.46";" 7.62";"-0.1621";"0.029101";"0.03311";"0.04408";"0.2393";"0.2430";"0.446";"0.0718"
"2766";"ILMN_1696591";"RB1";" 7.23";" 6.57";" 0.6632";"0.010655";"0.16466";"0.16500";"0.4119";"0.0902";"0.446";"0.0521"
"2767";"ILMN_1751492";"FAM18B";" 8.47";" 7.82";" 0.6538";"0.156525";"0.13546";"0.20700";"0.2989";"0.1365";"0.446";"0.1190"
"2768";"ILMN_1774334";"HIGD2A";"11.51";"11.92";"-0.4123";"0.142080";"0.06700";"0.15709";"0.2291";"0.0624";"0.445";"0.2632"
"2769";"ILMN_2181445";"BCL2L13";"10.59";"11.02";"-0.4267";"0.080205";"0.07185";"0.10768";"0.1182";"0.3892";"0.445";"0.0473"
"2770";"ILMN_2204297";"MUDENG";" 9.08";" 8.43";" 0.6566";"0.131633";"0.15109";"0.20038";"0.3851";"0.0617";"0.445";"0.1082"
"2771";"ILMN_1776297";"GOLGA4";" 6.53";" 5.55";" 0.9793";"0.021317";"0.24738";"0.24830";"0.4398";"0.0595";"0.445";"0.0558"
"2772";"ILMN_3306173";"MED7";" 7.42";" 7.15";" 0.2701";"0.049091";"0.06422";"0.08083";"0.4153";"0.0376";"0.445";"0.1025"
"2773";"ILMN_2137536";"ZZZ3";" 8.63";" 7.51";" 1.1183";"0.236280";"0.25615";"0.34848";"0.3882";"0.0518";"0.445";"0.1153"
"2774";"ILMN_3235325";"SCARNA13";" 6.29";" 5.93";" 0.3595";"0.102398";"0.07257";"0.12551";"0.3193";"0.0666";"0.445";"0.1696"
"2775";"ILMN_1709809";"NHP2L1";" 9.83";"10.02";"-0.1851";"0.048795";"0.03853";"0.06217";"0.3266";"0.0825";"0.444";"0.1466"
"2776";"ILMN_1717420";"UBE2W";" 7.14";" 6.26";" 0.8844";"0.282206";"0.16877";"0.32882";"0.3079";"0.0275";"0.444";"0.2211"
"2777";"ILMN_1733221";"C9orf164";" 4.87";" 5.54";"-0.6674";"0.099926";"0.15888";"0.18769";"0.3934";"0.0785";"0.443";"0.0847"
"2778";"ILMN_1700307";"FLJ38969";" 4.77";" 4.92";"-0.1568";"0.036161";"0.03507";"0.05037";"0.3739";"0.0572";"0.443";"0.1262"
"2779";"ILMN_1669905";"DCP2";" 8.93";" 8.22";" 0.7153";"0.057179";"0.17966";"0.18854";"0.4408";"0.0749";"0.443";"0.0418"
"2780";"ILMN_2062001";"HOOK3";" 5.70";" 5.08";" 0.6225";"0.073296";"0.15451";"0.17101";"0.4376";"0.0820";"0.443";"0.0380"
"2781";"ILMN_1722726";"RICS";" 8.74";" 8.37";" 0.3632";"0.056103";"0.08844";"0.10473";"0.4293";"0.0368";"0.442";"0.0916"
"2782";"ILMN_1710758";"RNF20";" 9.66";" 9.37";" 0.2873";"0.088248";"0.04067";"0.09717";"0.1297";"0.2847";"0.442";"0.1435"
"2783";"ILMN_1791873";"COG1";" 7.38";" 7.63";"-0.2468";"0.000000";"0.06192";"0.06192";"0.4241";"0.0839";"0.442";"0.0506"
"2784";"ILMN_1674282";"PPARD";" 6.45";" 6.94";"-0.4943";"0.163354";"0.08768";"0.18540";"0.2643";"0.0599";"0.442";"0.2342"
"2785";"ILMN_1777881";"TSPAN17";" 9.31";" 9.49";"-0.1816";"0.061889";"0.03841";"0.07284";"0.4392";"0.0931";"0.442";"0.0261"
"2786";"ILMN_1667453";"HINFP";" 6.76";" 7.33";"-0.5658";"0.141750";"0.10655";"0.17733";"0.2240";"0.2247";"0.441";"0.1102"
"2787";"ILMN_1659156";"ANKRD16";" 6.00";" 5.70";" 0.3064";"0.002302";"0.07281";"0.07285";"0.3428";"0.1748";"0.441";"0.0415"
"2788";"ILMN_2415776";"WWOX";" 6.42";" 6.94";"-0.5217";"0.165336";"0.08983";"0.18817";"0.2288";"0.1340";"0.441";"0.1962"
"2789";"ILMN_2391458";"ACSL4";" 6.68";" 5.95";" 0.7305";"0.035083";"0.14524";"0.14942";"0.1651";"0.3751";"0.440";"0.0195"
"2790";"ILMN_1722820";"KDELR3";" 7.92";" 8.32";"-0.3972";"0.125658";"0.07266";"0.14516";"0.2687";"0.0859";"0.440";"0.2056"
"2791";"ILMN_2062381";"LCOR";" 9.30";" 7.95";" 1.3425";"0.217009";"0.31658";"0.38381";"0.3845";"0.0878";"0.440";"0.0881"
